name,url,property_type,source
International Industrial Centre國際工業中心,/building/international-industrial-centre/16322,industrial,direct_link
International Trade Centre達貿中心,/building/international-trade-centre/6420,industrial,direct_link
Island Industrial Building金堡工業大廈,/building/island-industrial-building/12116,industrial,direct_link
JC Tower偉業街91號,/building/jc-tower/4919,industrial,direct_link
Jetta House鎮泰中心,/building/jetta-house/16319,industrial,direct_link
Jing Hin Godown (Yuen Long) Ltd正興貨倉,/building/jing-hin-godown-yuen-long-ltd/8184,industrial,direct_link
Jing Hin Industrisl Building正興工業大廈,/building/jing-hin-industrisl-building/16263,industrial,direct_link
Jing Ho Industrial Building正好工業大厦,/building/jing-ho-industrial-building/8154,industrial,direct_link
Johnson Industrial Mansion祥順工業大廈,/building/johnson-industrial-mansion/4579,industrial,direct_link
Join In Hang Sing Centre鍾意恆勝中心,/building/join-in-hang-sing-centre/7253,industrial,direct_link
Joint Venture Factory Building聯運工業大廈,/building/joint-venture-factory-building/4717,industrial,direct_link
Jone Mult Industrial Building中懋工業大廈,/building/jone-mult-industrial-building/4953,industrial,direct_link
Joy Fat Factory Bldg再發工廠大廈,/building/joy-fat-factory-bldg/3289,industrial,direct_link
Jumbo Industrial Building金寶工業大廈,/building/jumbo-industrial-building/17393,industrial,direct_link
Jumbo Plaza珍寶廣場,/building/jumbo-plaza/16284,industrial,direct_link
Jumbo iAdvantage,/building/jumbo-iadvantage/7801,industrial,direct_link
K&M Group Centre金馬集團中心,/building/k-m-group-centre/17471,industrial,direct_link
K.K. Industrial Building金鍚工業大廈,/building/k-k-industrial-building/4657,industrial,direct_link
KMB Overhaul Centre九巴屯門總修中心,/building/kmb-overhaul-centre/16341,industrial,direct_link
KT 336觀塘道336號,/building/kt-336/4592,industrial,direct_link
KTA Centre廣泰中心,/building/kta-centre/16302,industrial,direct_link
Ka Ming Factory Building嘉名工廠大廈,/building/ka-ming-factory-building/3291,industrial,direct_link
Ka To Factory Building嘉圖工廠大廈,/building/ka-to-factory-building/7430,industrial,direct_link
Ka Wing Factory Building嘉榮工廠大廈,/building/ka-wing-factory-building/11465,industrial,direct_link
Kader Building開達大廈,/building/kader-building/4620,industrial,direct_link
Kai Bo 22佳寶22,/building/kai-bo-22/8040,industrial,direct_link
Kai Bo Group Centre佳宝集團中心,/building/kai-bo-group-centre/17367,industrial,direct_link
Kai Fuk Industrial Centre啟福工業中心,/building/kai-fuk-industrial-centre/11543,industrial,direct_link
Kai It Building蓋一大廈,/building/kai-it-building/4659,industrial,direct_link
Kai Tak Factory Building Stage 1啟德工廠大廈第一期,/building/kai-tak-factory-building-stage-1/13283,industrial,direct_link
Kai Tak Factory Building Stage 2啟德工廠大廈第二期,/building/kai-tak-factory-building-stage-2/13272,industrial,direct_link
Kai Yip Factory Building啟業工廠大廈,/building/kai-yip-factory-building/16604,industrial,direct_link
Kailey Industrial Centre Block A啟力工業大廈A座,/building/kailey-industrial-centre-block-a/3800,industrial,direct_link
Kailey Industrial Centre Block B啟力工業大廈B座,/building/kailey-industrial-centre-block-b/3801,industrial,direct_link
Kaiser Estate Phase 1凱旋工商中心第一期,/building/kaiser-estate-phase-1/6861,industrial,direct_link
Kaiser Estate Phase 2凱旋工商中心第二期,/building/kaiser-estate-phase-2/6856,industrial,direct_link
Kaiser Estate Phase 3凱旋工商中心第三期,/building/kaiser-estate-phase-3/4540,industrial,direct_link
Kam Bun Industrial Building錦濱工業大廈,/building/kam-bun-industrial-building/12139,industrial,direct_link
Kam Chung Factory Building金涌工業大廈,/building/kam-chung-factory-building/12104,industrial,direct_link
Kam Foo Industrial Building金富工業大廈,/building/kam-foo-industrial-building/11472,industrial,direct_link
Kam Hon Industrial Building金漢工業大廈,/building/kam-hon-industrial-building/3528,industrial,direct_link
Kam Lung Centre錦龍中心,/building/kam-lung-centre/17297,industrial,direct_link
Kam Man Fung Factory Building金萬豐工業大廈,/building/kam-man-fung-factory-building/11200,industrial,direct_link
Kam Shing industrial Building金城工業大廈,/building/kam-shing-industrial-building/12145,industrial,direct_link
Kam Teem Industrial Building錦添工業大廈,/building/kam-teem-industrial-building/612,industrial,direct_link
Kan Kee Warehouse根記貨庫,/building/kan-kee-warehouse/12055,industrial,direct_link
Kantone Centre看通中心,/building/kantone-centre/4449,industrial,direct_link
Kapok Industrial Building紅棉工業大廈,/building/kapok-industrial-building/5306,industrial,direct_link
Kar Chau Industrial Building嘉就工業大廈,/building/kar-chau-industrial-building/5400,industrial,direct_link
Kar Wah Industrial Building嘉華工業大廈,/building/kar-wah-industrial-building/7889,industrial,direct_link
Karin Building嘉靈大廈,/building/karin-building/17394,industrial,direct_link
Kawada Plaza II川田工貿廣場2期,/building/kawada-plaza-ii/17472,industrial,direct_link
Kawada Plaza川田工貿廣場,/building/kawada-plaza/16315,industrial,direct_link
Keader Centre基達中心,/building/keader-centre/17451,industrial,direct_link
Kee Wah Industrial Building奇華工業大廈,/building/kee-wah-industrial-building/3375,industrial,direct_link
Keen Match Centre嘉合發展中心,/building/keen-match-centre/17379,industrial,direct_link
Kenning Industrial Building健力工業大廈,/building/kenning-industrial-building/4550,industrial,direct_link
Kentucky Industrial Building根德工業大廈,/building/kentucky-industrial-building/17333,industrial,direct_link
Kerry Cargo Centre嘉里貨運中心,/building/kerry-cargo-centre/16485,industrial,direct_link
Kerry Hung Kai Warehouse嘉里鴻基貨倉,/building/kerry-hung-kai-warehouse/12996,industrial,direct_link
Kerry Kwai Chung Warehouse嘉里葵涌貨倉,/building/kerry-kwai-chung-warehouse/17660,industrial,direct_link
Kerry TC Warehouse 1嘉里溫控貨倉1,/building/kerry-tc-warehouse-1/16497,industrial,direct_link
Kerry TC Warehouse 2嘉里溫控貨倉2,/building/kerry-tc-warehouse-2/17369,industrial,direct_link
Kerry Tsuen Wan Warehouse嘉里荃灣貨倉,/building/kerry-tsuen-wan-warehouse/17368,industrial,direct_link
Kerry Warehouse嘉里貨倉,/building/kerry-warehouse/16266,industrial,direct_link
Kevin Wong Development Building華凱發展大廈,/building/kevin-wong-development-building/4535,industrial,direct_link
Keysky Industrial Building天順工業大廈,/building/keysky-industrial-building/4946,industrial,direct_link
Khora宏創方,/building/khora/12316,industrial,direct_link
Kimball Industrial Building建邦工業大廈,/building/kimball-industrial-building/4916,industrial,direct_link
Kimberland Center金百盛中心,/building/kimberland-center/5566,industrial,direct_link
Kin Fat Industrial Centre建發工業中心,/building/kin-fat-industrial-centre/16354,industrial,direct_link
Kin Ga Industrial Building堅基工業大廈,/building/kin-ga-industrial-building/11942,industrial,direct_link
Kin Hing Industrial Building建興工業大廈,/building/kin-hing-industrial-building/16911,industrial,direct_link
Kin Ho Industrial Building Block 1金豪工業大厦第一座,/building/kin-ho-industrial-building-block-1/11172,industrial,direct_link
Kin Ho Industrial Building Block 2金豪工業大厦第二座,/building/kin-ho-industrial-building-block-2/11173,industrial,direct_link
Kin Luen Factory Building建聯工廠大廈,/building/kin-luen-factory-building/8078,industrial,direct_link
Kin Sang Industrial Building建生工業大廈,/building/kin-sang-industrial-building/4910,industrial,direct_link
Kin Tak Fung Industrial Building建德豐工業大廈,/building/kin-tak-fung-industrial-building/4949,industrial,direct_link
Kin Teck Industrial Building建德工業大廈,/building/kin-teck-industrial-building/3849,industrial,direct_link
Kin Wing Industrial Building建榮工業大廈,/building/kin-wing-industrial-building/12495,industrial,direct_link
Kinetic Industrial Centre興力工業中心,/building/kinetic-industrial-centre/4500,industrial,direct_link
King Center嘉慶中心,/building/king-center/17040,industrial,direct_link
King Wan Industrial Building景雲大廈,/building/king-wan-industrial-building/4715,industrial,direct_link
King Win Factory Building敬運工業大廈,/building/king-win-factory-building/11206,industrial,direct_link
King Yip Factory Building敬業工廠大廈,/building/king-yip-factory-building/11201,industrial,direct_link
Kinglet Industrial Building群力工業大廈,/building/kinglet-industrial-building/8036,industrial,direct_link
Kingley Industrial Building Block 1金來工業大廈一座,/building/kingley-industrial-building-block-1/6787,industrial,direct_link
Kingley Industrial Building Block 2金來工業大廈二座,/building/kingley-industrial-building-block-2/6788,industrial,direct_link
Kingsford Industrial Building Phase 1金發工業大廈一期,/building/kingsford-industrial-building-phase-1/7341,industrial,direct_link
Kingsford Industrial Building Phase 2金發工業大廈二期,/building/kingsford-industrial-building-phase-2/7340,industrial,direct_link
Kingsford Industrial Centre景發工業中心,/building/kingsford-industrial-centre/4548,industrial,direct_link
Kingsun Computer Industrial Building金山電腦大廈,/building/kingsun-computer-industrial-building/5987,industrial,direct_link
Kingsway Industrial Building Phase II金威工業大廈第二期,/building/kingsway-industrial-building-phase-ii/17540,industrial,direct_link
Kingsway Industrial Building Phase I金威工業大廈第一期,/building/kingsway-industrial-building-phase-i/7899,industrial,direct_link
Kingswin Industrial Building Block 1金運工業大廈第一座,/building/kingswin-industrial-building-block-1/7621,industrial,direct_link
Kingswin Industrial Building Block 2金運工業大廈第二座,/building/kingswin-industrial-building-block-2/17334,industrial,direct_link
Kinox Centre建業中心,/building/kinox-centre/4726,industrial,direct_link
Kinwah Factory Building建華工業大廈,/building/kinwah-factory-building/4506,industrial,direct_link
Kiu Kwong Industrial Building僑光工業大廈,/building/kiu-kwong-industrial-building/17335,industrial,direct_link
Kmb Tuen Mun Depot九巴車廠,/building/kmb-tuen-mun-depot/16342,industrial,direct_link
Knapwood Industrial Building艾域林工業大廈,/building/knapwood-industrial-building/4744,industrial,direct_link
Ko Fai Industrial Building Block A高輝工業大廈A座,/building/ko-fai-industrial-building-block-a/5613,industrial,direct_link
Ko Fai Industrial Building Block B高輝工業大廈B座,/building/ko-fai-industrial-building-block-b/5608,industrial,direct_link
Ko Fai Industrial Building Block C高輝工業大廈C座,/building/ko-fai-industrial-building-block-c/5610,industrial,direct_link
Ko Leung Industrial Building高良工業大廈,/building/ko-leung-industrial-building/4532,industrial,direct_link
Kong Nam Industrial Building (Block A)江南工業大廈(A座),/building/kong-nam-industrial-building-block-a/3366,industrial,direct_link
Kong Nam Industrial Building (Block B)江南工業大廈(B座),/building/kong-nam-industrial-building-block-b/3404,industrial,direct_link
Kong Sheng Factory Building恭誠工廠大廈,/building/kong-sheng-factory-building/7892,industrial,direct_link
Konnect Smart Logistics Centrev凱聯溫控智庫,/building/konnect-smart-logistics-centrev/16483,industrial,direct_link
Koon Wah Building冠華大廈,/building/koon-wah-building/6468,industrial,direct_link
Koon Wah Mirror Factory (6TH)  Industrial Building Block 2冠華鏡廠(第六)工業大廈第二座,/building/koon-wah-mirror-factory-6th-industrial-building-block-2/11289,industrial,direct_link
Koon Wah Mirror Factory (6TH) Industrial Building Block 1冠華鏡廠(第六)工業大廈第一座,/building/koon-wah-mirror-factory-6th-industrial-building-block-1/11288,industrial,direct_link
Koon Wo Industrial Building冠和工業大廈,/building/koon-wo-industrial-building/11477,industrial,direct_link
Kowloon Bay Industrial Centre九龍灣工業中心,/building/kowloon-bay-industrial-centre/4547,industrial,direct_link
Kowloon Godown九龍貨倉,/building/kowloon-godown/4765,industrial,direct_link
Kras Asia Industrial Building嘉士亞洲工業大廈,/building/kras-asia-industrial-building/4751,industrial,direct_link
Kui Kwoon Industrial Centre鉅冠工業中心,/building/kui-kwoon-industrial-centre/11947,industrial,direct_link
Kung Yuen Weaving Factory公源商標織造廠,/building/kung-yuen-weaving-factory/3384,industrial,direct_link
Kut Shing Building吉勝大廈,/building/kut-shing-building/13255,industrial,direct_link
Kwai Bo Industrial Building貴寶工業大廈,/building/kwai-bo-industrial-building/3825,industrial,direct_link
Kwai Bon Logistics Centre桂邦物流中心,/building/kwai-bon-logistics-centre/17370,industrial,direct_link
Kwai Cheong Centre葵昌中心,/building/kwai-cheong-centre/6828,industrial,direct_link
Kwai Fong Industrial Building貴豐工業大廈,/building/kwai-fong-industrial-building/6830,industrial,direct_link
Kwai Hing Industrial Building葵興工業大廈,/building/kwai-hing-industrial-building/13856,industrial,direct_link
Kwai Shing Industrial Building Phase 1貴盛工業大廈1期,/building/kwai-shing-industrial-building-phase-1/4509,industrial,direct_link
Kwai Shing Industrial Building Phase 2貴盛工業大廈2期,/building/kwai-shing-industrial-building-phase-2/4508,industrial,direct_link
Kwai Shun Industrial Centre葵順工業中心,/building/kwai-shun-industrial-centre/7252,industrial,direct_link
Kwai Tak Industrial Centre Block 1葵德工業中心第一座,/building/kwai-tak-industrial-centre-block-1/8102,industrial,direct_link
Kwai Tak Industrial Centre Block 2葵德工業中心第二座,/building/kwai-tak-industrial-centre-block-2/8100,industrial,direct_link
Kwai Wan Industrial Building葵灣工業大廈,/building/kwai-wan-industrial-building/8039,industrial,direct_link
Kwai Wu Industrial Building葵匯工業大廈,/building/kwai-wu-industrial-building/11467,industrial,direct_link
Kwong Ga Factory Building廣基工廠大廈,/building/kwong-ga-factory-building/4287,industrial,direct_link
Kwong Kin Trade Centre廣建貿易中心,/building/kwong-kin-trade-centre/16350,industrial,direct_link
Kwong Sang Hong Centre廣生行中心,/building/kwong-sang-hong-centre/5368,industrial,direct_link
Kwong Sun Hong Godown廣新行貨倉有限公司(第四倉),/building/kwong-sun-hong-godown/16301,industrial,direct_link
Kwong Tai Factory Building廣大工廠大廈,/building/kwong-tai-factory-building/6257,industrial,direct_link
Kwun Kee Tailor Industrial Centre觀奇洋服工業中心,/building/kwun-kee-tailor-industrial-centre/17395,industrial,direct_link
Kwun Tong Industrial Centre Phase 1觀塘工業中心第一期,/building/kwun-tong-industrial-centre-phase-1/4590,industrial,direct_link
Kwun Tong Industrial Centre Phase 2觀塘工業中心第二期,/building/kwun-tong-industrial-centre-phase-2/4563,industrial,direct_link
Kwun Tong Industrial Centre Phase 3觀塘工業中心第三期,/building/kwun-tong-industrial-centre-phase-3/4564,industrial,direct_link
Kwun Tong Industrial Centre Phase 4觀塘工業中心第四期,/building/kwun-tong-industrial-centre-phase-4/4559,industrial,direct_link
Lai Cheong Factory Building麗昌工廠大廈,/building/lai-cheong-factory-building/3300,industrial,direct_link
Lai Sun Yuen Long Centre麗新元朗中心,/building/lai-sun-yuen-long-centre/11282,industrial,direct_link
Lamex Warehouse美時貨倉,/building/lamex-warehouse/16308,industrial,direct_link
Lanton Industrial Building連順工業大廈,/building/lanton-industrial-building/4950,industrial,direct_link
Lap Shun Industrial Building立信工業大廈,/building/lap-shun-industrial-building/8063,industrial,direct_link
Larch Industrial Building洋松工業大廈,/building/larch-industrial-building/8084,industrial,direct_link
Laurels Industrial Centre泰力工業中心,/building/laurels-industrial-centre/7927,industrial,direct_link
Lead On Industrial Building立安工業大廈,/building/lead-on-industrial-building/11457,industrial,direct_link
Leader Centre利達中心,/building/leader-centre/3838,industrial,direct_link
Leader Industrial Centre Phase 1立泰工業中心(第1座),/building/leader-industrial-centre-phase-1/5343,industrial,direct_link
Leader Industrial Centre Phase 2立泰工業中心(第2座),/building/leader-industrial-centre-phase-2/5347,industrial,direct_link
Leader Industrial Centre利達工業中心,/building/leader-industrial-centre/11184,industrial,direct_link
Leahander Centre利興強中心,/building/leahander-centre/16382,industrial,direct_link
Leapont Centre聯邦中心,/building/leapont-centre/12465,industrial,direct_link
Lee Chung Industrial Building利中工業大廈,/building/lee-chung-industrial-building/16430,industrial,direct_link
Lee Fund Centre利基中心,/building/lee-fund-centre/3808,industrial,direct_link
Lee Ka Industrial Building利嘉工業大廈,/building/lee-ka-industrial-building/11454,industrial,direct_link
Lee King Industrial Building利景工業大廈,/building/lee-king-industrial-building/11459,industrial,direct_link
Lee On Industrial Building利安工業大廈,/building/lee-on-industrial-building/4758,industrial,direct_link
Lee Sum Factory Building利森工廠大廈,/building/lee-sum-factory-building/11463,industrial,direct_link
Lee Wan Factory Building利運工廠大廈,/building/lee-wan-factory-building/17429,industrial,direct_link
Legan Centre,/building/legan-centre/17293,industrial,direct_link
Leitz Industrial Building利時工業大廈,/building/leitz-industrial-building/8164,industrial,direct_link
Lemmi Centre利寶時中心,/building/lemmi-centre/5584,industrial,direct_link
Len Shing Industrial Building聯昇工業大廈,/building/len-shing-industrial-building/17468,industrial,direct_link
Leun Fat Loong Industrial Building聯發隆工業大廈,/building/leun-fat-loong-industrial-building/4411,industrial,direct_link
Leung Yip Industrial Building兩業工業大廈,/building/leung-yip-industrial-building/16969,industrial,direct_link
Lico Industrial Building理高工業大廈,/building/lico-industrial-building/4576,industrial,direct_link
Lin Fung Centre連豐中心,/building/lin-fung-centre/5329,industrial,direct_link
Lincoln Centre利亨中心,/building/lincoln-centre/10646,industrial,direct_link
Liven House利維大廈,/building/liven-house/11208,industrial,direct_link
Lladro Centre溢財中心,/building/lladro-centre/5586,industrial,direct_link
Lmk Development Estate羅氏美光發展大廈,/building/lmk-development-estate/16418,industrial,direct_link
Lok Kui Industrial Building樂居工業大廈,/building/lok-kui-industrial-building/4708,industrial,direct_link
Lok's Industrial Building駱氏工業大廈,/building/lok-s-industrial-building/17411,industrial,direct_link
Long Life Industrial Building萬年工業大廈,/building/long-life-industrial-building/5611,industrial,direct_link
Long To Building浪淘大廈,/building/long-to-building/3373,industrial,direct_link
Lucida Industrial Building龍力工業大廈,/building/lucida-industrial-building/8162,industrial,direct_link
Lucky Factory Building鴻運工廠大廈,/building/lucky-factory-building/4749,industrial,direct_link
Lucky Horse Industrial Building龍駒企業大廈,/building/lucky-horse-industrial-building/6820,industrial,direct_link
Lucky House幸福大廈,/building/lucky-house/9517,industrial,direct_link
Luen Cheong Can Centre聯昌中心,/building/luen-cheong-can-centre/13406,industrial,direct_link
Luen Fat Industrial Third Building聯發工業第三大廈,/building/luen-fat-industrial-third-building/17336,industrial,direct_link
Luen Hing Factory Building聯興工廠大廈,/building/luen-hing-factory-building/7784,industrial,direct_link
Luen Ming Hing Factory Building聯明興工廠大廈,/building/luen-ming-hing-factory-building/4661,industrial,direct_link
Luk Hop Industrial Building六合工業大廈,/building/luk-hop-industrial-building/4655,industrial,direct_link
Lung Cheong Building龍昌大廈,/building/lung-cheong-building/11517,industrial,direct_link
Lung Fung Group Centre龍豐集團中心,/building/lung-fung-group-centre/16293,industrial,direct_link
Lung Shing Factory Building隆盛工廠大廈,/building/lung-shing-factory-building/5326,industrial,direct_link
Lung Wah International Godown龍華國際貨運中心,/building/lung-wah-international-godown/8159,industrial,direct_link
M PlaceM place,/building/m-place/3815,industrial,direct_link
M.P. Industrial Centre Block A明報工業中心A座,/building/m-p-industrial-centre-block-a/3782,industrial,direct_link
M.P. Industrial Centre Block B明報工業中心B座,/building/m-p-industrial-centre-block-b/3781,industrial,direct_link
Mackenny Centre百生利中心,/building/mackenny-centre/3294,industrial,direct_link
Mai Gar Industrial Building美嘉工業大廈,/building/mai-gar-industrial-building/4969,industrial,direct_link
Mai Hing Industrial Building Block A美興工業大廈A座,/building/mai-hing-industrial-building-block-a/7876,industrial,direct_link
Mai Hing Industrial Building Block B美興工業大廈B座,/building/mai-hing-industrial-building-block-b/7878,industrial,direct_link
Mai Hong Industrial Building美康工業大廈,/building/mai-hong-industrial-building/4940,industrial,direct_link
Mai Kei Industrial Building美基工業大廈,/building/mai-kei-industrial-building/16367,industrial,direct_link
Mai Luen Industrial Building美聯工業大廈,/building/mai-luen-industrial-building/7347,industrial,direct_link
Mai On Industrial Building美安工業大廈,/building/mai-on-industrial-building/7349,industrial,direct_link
Mai Shun Industrial Building美順工業大廈,/building/mai-shun-industrial-building/6838,industrial,direct_link
Mai Sik Industrial Building美適工業大廈,/building/mai-sik-industrial-building/16417,industrial,direct_link
Mai Tak Industrial Building美德工業大廈,/building/mai-tak-industrial-building/4966,industrial,direct_link
Mai Tong Industrial Building美塘工業大廈,/building/mai-tong-industrial-building/4683,industrial,direct_link
Mai Tower冠美中心,/building/mai-tower/4933,industrial,direct_link
Mai Wah Industrial Building美華工業大廈,/building/mai-wah-industrial-building/12146,industrial,direct_link
Man Foong Industrial Building萬豐工業大廈,/building/man-foong-industrial-building/4406,industrial,direct_link
Man Lee Industrial Building萬利工業大廈,/building/man-lee-industrial-building/17337,industrial,direct_link
Man Shing Industrial Building萬勝工業大廈,/building/man-shing-industrial-building/13686,industrial,direct_link
Man Shun Factory Building文信工業大廈,/building/man-shun-factory-building/17434,industrial,direct_link
Man Sun Logistics Center民生物流中心,/building/man-sun-logistics-center/11295,industrial,direct_link
Manning Industrial Building萬年工業大廈,/building/manning-industrial-building/4607,industrial,direct_link
Mansfield Industrial Centre萬輝工業中心,/building/mansfield-industrial-centre/8186,industrial,direct_link
Mapletree Logistics Centre Fanling豐樹粉嶺物流中心,/building/mapletree-logistics-centre-fanling/16298,industrial,direct_link
Mapletree Logistics Hub Tsing Yi豐樹青衣物流中心,/building/mapletree-logistics-hub-tsing-yi/16862,industrial,direct_link
Marvel Industrial Building Block A華業工業大廈A座,/building/marvel-industrial-building-block-a/10490,industrial,direct_link
Marvel Industrial Building Block B華業工業大廈B座,/building/marvel-industrial-building-block-b/10483,industrial,direct_link
Max Trade Centre萬昌中心,/building/max-trade-centre/4650,industrial,direct_link
Meeco Industrial Building美高工業大廈,/building/meeco-industrial-building/11175,industrial,direct_link
Mega Trade Centre時貿中心,/building/mega-trade-centre/11563,industrial,direct_link
Mega-iAdvantage第一亞洲廣場,/building/mega-iadvantage/17461,industrial,direct_link
Mei Ah Centre美亞集團中心,/building/mei-ah-centre/11162,industrial,direct_link
Mei Kei Industrial Building美基工業大廈,/building/mei-kei-industrial-building/17371,industrial,direct_link
Mercantile Industrial and Warehouse Building有利工業貨倉大廈,/building/mercantile-industrial-and-warehouse-building/11479,industrial,direct_link
Merit Industrial Centre Block A美華工業中心A座,/building/merit-industrial-centre-block-a/5311,industrial,direct_link
Merit Industrial Centre Block B美華工業中心B座,/building/merit-industrial-centre-block-b/17435,industrial,direct_link
Metex House美德大廈,/building/metex-house/12152,industrial,direct_link
Metro Centre II美羅中心2期,/building/metro-centre-ii/5549,industrial,direct_link
Metro Centre I美羅中心1期,/building/metro-centre-i/5548,industrial,direct_link
Metro Loft都會坊,/building/metro-loft/7339,industrial,direct_link
Metropolitan Factory & Warehouse Building京華工廠貨倉大廈,/building/metropolitan-factory-warehouse-building/8060,industrial,direct_link
Metropolitan Industrial And Warehouse Building No.2京華工業貨倉二期,/building/metropolitan-industrial-and-warehouse-building-no-2/5344,industrial,direct_link
Meyer Industrial Building美亞工業大廈,/building/meyer-industrial-building/7334,industrial,direct_link
Microtron Building美科大廈,/building/microtron-building/17447,industrial,direct_link
Midas Plaza勤達中心,/building/midas-plaza/7921,industrial,direct_link
Milkyway Building潤承大廈,/building/milkyway-building/4762,industrial,direct_link
Million Fortune Industrial Centre萬達來工業中心,/building/million-fortune-industrial-centre/8061,industrial,direct_link
Million Group Center萬安集團中心,/building/million-group-center/17338,industrial,direct_link
Mineron Centre勉勵龍中心,/building/mineron-centre/16267,industrial,direct_link
Ming Fat Industrial Centre嗚發工業中心,/building/ming-fat-industrial-centre/16348,industrial,direct_link
Ming Sang Industrial Building明生工業大廈,/building/ming-sang-industrial-building/7885,industrial,direct_link
Ming Tak Centre明德中心,/building/ming-tak-centre/12117,industrial,direct_link
Ming Wah Industrial Building明華工業大廈,/building/ming-wah-industrial-building/8152,industrial,direct_link
Mini Cube迷你坊,/building/mini-cube/16606,industrial,direct_link
Mita Centre美達中心,/building/mita-centre/13692,industrial,direct_link
Modern Terminal現代貨箱碼頭,/building/modern-terminal/7249,industrial,direct_link
Morlite Building豐明大廈,/building/morlite-building/4760,industrial,direct_link
Mow Hing Industrial Building茂興工業大廈,/building/mow-hing-industrial-building/4944,industrial,direct_link
Mow Shing Centre茂盛中心,/building/mow-shing-centre/12299,industrial,direct_link
My Loft萬能閣,/building/my-loft/11761,industrial,direct_link
Nam Wah Factory Building南華工業大廈,/building/nam-wah-factory-building/12302,industrial,direct_link
Nan Fung Industrial City Block 1南豐工業城第一座,/building/nan-fung-industrial-city-block-1/15390,industrial,direct_link
Nan Fung Industrial City Block 2南豐工業城第二座,/building/nan-fung-industrial-city-block-2/15391,industrial,direct_link
Nan Fung Industrial City Block 3南豐工業城第三座,/building/nan-fung-industrial-city-block-3/15392,industrial,direct_link
Nan Fung Industrial City Block 4南豐工業城第四座,/building/nan-fung-industrial-city-block-4/15393,industrial,direct_link
Nan Fung Industrial City Block 5南豐工業城第五座,/building/nan-fung-industrial-city-block-5/15394,industrial,direct_link
Nan Fung Industrial City Central Services Building南豐工業城中央大樓,/building/nan-fung-industrial-city-central-services-building/15395,industrial,direct_link
Nanyang Brothers Tobacco Ltd南洋兄弟煙草,/building/nanyang-brothers-tobacco-ltd/16332,industrial,direct_link
New Commerce Centre匯貿中心,/building/new-commerce-centre/5348,industrial,direct_link
New East Sun Industrial Building新怡生工業大廈,/building/new-east-sun-industrial-building/7014,industrial,direct_link
New Lee Wah Centre新利華中心,/building/new-lee-wah-centre/5309,industrial,direct_link
New Tech Plaza新科技廣場,/building/new-tech-plaza/7922,industrial,direct_link
New Timely Factory Building時來工廠大廈,/building/new-timely-factory-building/3380,industrial,direct_link
New Trade Plaza新貿中心,/building/new-trade-plaza/7459,industrial,direct_link
New Venture Centre創新科技中心,/building/new-venture-centre/12103,industrial,direct_link
Newport Centre Phase 1新寶工商中心第一期,/building/newport-centre-phase-1/6402,industrial,direct_link
Newport Centre Phase 2新寶工商中心第二期,/building/newport-centre-phase-2/5196,industrial,direct_link
Ngai Sheung Factory Building藝商工廠大廈,/building/ngai-sheung-factory-building/17284,industrial,direct_link
North Point Industrial Building北角工業大廈,/building/north-point-industrial-building/1646,industrial,direct_link
Ocean Industrial Building海洋工業大廈,/building/ocean-industrial-building/4528,industrial,direct_link
Oceanic Industrial Centre海灣工貿中心,/building/oceanic-industrial-centre/11549,industrial,direct_link
Olympic Godown世運貨倉,/building/olympic-godown/4687,industrial,direct_link
On Cheong Factory Building安昌工廠大廈,/building/on-cheong-factory-building/4536,industrial,direct_link
On Dak Industrial Building安達工業大廈,/building/on-dak-industrial-building/16922,industrial,direct_link
On Fat Industrial Building安發工業大廈,/building/on-fat-industrial-building/12144,industrial,direct_link
On Fook Industrial Building安福工業大廈,/building/on-fook-industrial-building/10485,industrial,direct_link
On Hing Industrial Centre安興工貿中心,/building/on-hing-industrial-centre/16314,industrial,direct_link
On Ho Industrial Building安豪工業大廈,/building/on-ho-industrial-building/8037,industrial,direct_link
On Lok Factory Building安樂工廠大廈,/building/on-lok-factory-building/5267,industrial,direct_link
On Lok Industrial Building安樂工業大廈,/building/on-lok-industrial-building/12454,industrial,direct_link
On Loong Factory Building安隆工廠大廈,/building/on-loong-factory-building/4652,industrial,direct_link
On Shing Industrial Building安盛工業大廈,/building/on-shing-industrial-building/12466,industrial,direct_link
On Tai Industrial Centre安泰工貿中心,/building/on-tai-industrial-centre/16306,industrial,direct_link
On Tat Industrial Building安達工業大廈,/building/on-tat-industrial-building/12440,industrial,direct_link
On Tat Industrial Centre安達工貿中心,/building/on-tat-industrial-centre/16268,industrial,direct_link
On Ting Industrial Centre安定工貿中心,/building/on-ting-industrial-centre/16305,industrial,direct_link
On Wah Industrial Building安華工業大廈,/building/on-wah-industrial-building/11179,industrial,direct_link
On Wui Centre安匯中心,/building/on-wui-centre/11513,industrial,direct_link
On Yip Factory Building安業工廠大廈,/building/on-yip-factory-building/13202,industrial,direct_link
One Midtown海盛路11號,/building/one-midtown/8178,industrial,direct_link
One Two One瓊林街121號,/building/one-two-one/7786,industrial,direct_link
Orient International Tower東方國際大廈,/building/orient-international-tower/17405,industrial,direct_link
Oriental Daily News Building東方報業大廈,/building/oriental-daily-news-building/17436,industrial,direct_link
Oxford Industrial Building牛津工業大廈,/building/oxford-industrial-building/8157,industrial,direct_link
PDC Tower太平洋貨運大廈,/building/pdc-tower/4555,industrial,direct_link
Pacific Trade Centre太平洋貿易中心,/building/pacific-trade-centre/4764,industrial,direct_link
