Name,Address,Blocks,Units,Unit Rate,MoM,Trans Record,For Sale,For Rent,Estate Link,Region,District,Subdistrict,Code,Scraped Estate Name,Occupation Permit,Scraped Blocks,Scraped Units,School Net Info,Estate Detailed Address,Developer
96 Queen's Road West,96 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/96-Queen-s-Road-West/2-SSAYGPGSPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
3 Wing Lee Street,3 Wing Lee Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/3-Wing-Lee-Street/2-SSBEGPYYPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Kam Fai House,11-13 Burd Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/Kam-Fai-House/2-SSBEWPPVPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
25 New Street,25 New Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/25-New-Street/2-SSBGBPKVPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
22 Upper Station Street,22 Upper Station Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/22-Upper-Station-Street/2-SSBGPPWSPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
6 Wing Lee Street,6 Wing Lee Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/6-Wing-Lee-Street/2-SSBKGPYXPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
16 Upper Station Street,16 Upper Station Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/16-Upper-Station-Street/2-SSBKPPWOPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
14 Queen's Road West,14 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/14-Queen-s-Road-West/2-SSBSBPGEPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
62-64 Queen's Road West,62-64 Queen's Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/62-64-Queen-s-Road-West/2-SSBSGPGJPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
254 Hollywood Road,254 Hollywood Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/254-Hollywood-Road/2-SSBSPPAHPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
41-43 Sai Street,41-43 Sai Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/41-43-Sai-Street/2-SSBYPPDEPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
22 Queen's Road West,22 Queen's Road West,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/22-Queen-s-Road-West/2-SSDABPGOPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
304 Queen's Road Central,304 Queen's Road Central,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/304-Queen-s-Road-Central/2-SSDAGPBHPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
36-38 Tung Street,36-38 Tung Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/36-38-Tung-Street/2-SSDAGPYYPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
7 Tai Ping Shan Street,7 Tai Ping Shan Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/7-Tai-Ping-Shan-Street/2-SSDBGPDRPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
20 Upper Station Street,20 Upper Station Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/20-Upper-Station-Street/2-SSDBPPWHPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
11 Wing Lee Street,11 Wing Lee Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/11-Wing-Lee-Street/2-SSDDGPYYPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Wilmer Building,19-23 Wilmer Street,1,84,--,--,--,--,--,https://hk.centanet.com/estate/en/Wilmer-Building/2-SSDDWPWHPB,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
3 Upper Station Street,3 Upper Station Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/3-Upper-Station-Street/2-SSDDWPYYPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
47 Tung Street,47 Tung Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/47-Tung-Street/2-SSDEBPYJPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
48 Mansion,48 Tung Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/48-Mansion/2-SSDGGPYXPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
243 Wing Lok Street,243 Wing Lok Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/243-Wing-Lok-Street/2-SSDKBPWYPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
2 Po Yan Street,2 Po Yan Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/2-Po-Yan-Street/2-SSDKWPKRPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
74 Queen's Road West,74 Queen's Road West,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/74-Queen-s-Road-West/2-SSDSGPGVPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Po Wan Building,6 Tai Ping Shan Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Po-Wan-Building/2-SSDWGPDEPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
The Standard Chartered Bank Building,102-106 Queen's Road West,1,21,--,--,--,--,--,https://hk.centanet.com/estate/en/The-Standard-Chartered-Bank-Building/2-SSDWGPGYPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
4 Wa Lane,4 Wa Lane,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/4-Wa-Lane/2-SSDWPPWJPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
20 Queen's Road West,20 Queen's Road West,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/20-Queen-s-Road-West/2-SSEABPGJPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Hang Shing Lau,219 Queen's Road Central,1,5,"$9,301/ ft²",4.99%,1,--,--,https://hk.centanet.com/estate/en/Hang-Shing-Lau/2-SSEABPGYPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
49 Tung Street,49 Tung Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/49-Tung-Street/2-SSEABPYOPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
34 Tung Street,34 Tung Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/34-Tung-Street/2-SSEAGPYRPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
4 Wing Lee Street,4 Wing Lee Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/4-Wing-Lee-Street/2-SSEAGPYXPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
70 Des Voeux Road West,70 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/70-Des-Voeux-Road-West/2-SSEBGPSVPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Ming Fat House,6 Pound Lane,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Ming-Fat-House/2-SSEGGPDXPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
13A New Street,13A New Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/13A-New-Street/2-SSEKBPKOPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
On Lok Building,1-3 Tai On Terrace,1,23,--,--,--,--,--,https://hk.centanet.com/estate/en/On-Lok-Building/2-SSESGPDSPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
16 Tung Street,16 Tung Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/16-Tung-Street/2-SSESGPYVPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Tai Cheung Building,2-4 Tai Ping Shan Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/Tai-Cheung-Building/2-SSEWGPDYPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
2 U Lam Terrace,2 U Lam Terrace,1,9,--,--,--,--,--,https://hk.centanet.com/estate/en/2-U-Lam-Terrace/2-SSEWGPYYPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
248 Hollywood Road,248 Hollywood Road,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/248-Hollywood-Road/2-SSEWWPESPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Tai Ming Building,39 Sai Street,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/Tai-Ming-Building/2-SSEYPPDEPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
229-231 Hollywood Road,229-231 Hollywood Road,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/229-231-Hollywood-Road/2-SSGABPEYPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
17 Burd Street,17 Burd Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/17-Burd-Street/2-SSGAWPPXPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
8 Wa In Fong East,8 Wa In Fong East,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/8-Wa-In-Fong-East/2-SSGBWPDXPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
5 Hillier Street,5 Hillier Street,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/5-Hillier-Street/2-SSGGGPAXPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Luen Yick Building,203-205 Hollywood Road,1,18,--,--,--,--,--,https://hk.centanet.com/estate/en/Luen-Yick-Building/2-SSGGWPYEPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
40 Tung Street,40 Tung Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/40-Tung-Street/2-SSGKGPYOPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
230 Hollywood Road,230 Hollywood Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/230-Hollywood-Road/2-SSGKWPEOPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Tai Kei House,33-39 Tung Street,1,25,--,--,--,--,--,https://hk.centanet.com/estate/en/Tai-Kei-House/2-SSGPBPYVPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
73 Connaught Road West,73 Connaught Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/73-Connaught-Road-West/2-SSGPGPPOPB,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
70-72 Queen's Road West,70-72 Queen's Road West,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/70-72-Queen-s-Road-West/2-SSGSGPGSPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
66-68 Queen's Road West,66-68 Queen's Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/66-68-Queen-s-Road-West/2-SSGSGPGXPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Fook Lai Building,288-290 Queen's Road Central,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/Fook-Lai-Building/2-SSGWBPBXPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
124-126 Wing Lok Street,124-126 Wing Lok Street,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/124-126-Wing-Lok-Street/2-SSGWGPWHPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
45-47 Sai Street,45-47 Sai Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/45-47-Sai-Street/2-SSGWPPDYPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
98-100 Queen's Road West,98-100 Queen's Road West,1,14,--,--,--,--,--,https://hk.centanet.com/estate/en/98-100-Queen-s-Road-West/2-SSGYGPGEPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Hillier Building,269-277 Queen's Road Central,1,72,--,--,--,--,--,https://hk.centanet.com/estate/en/Hillier-Building/2-SSGYGPGXPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
1 U Lam Terrace,1 U Lam Terrace,1,21,--,--,--,--,--,https://hk.centanet.com/estate/en/1-U-Lam-Terrace/2-SSGYGPYSPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
242-244 Hollywood Road,242-244 Hollywood Road,1,9,--,--,--,--,--,https://hk.centanet.com/estate/en/242-244-Hollywood-Road/2-SSGYWPESPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Tung Hing Court,88 Queen's Road West,1,65,--,--,--,--,--,https://hk.centanet.com/estate/en/Tung-Hing-Court/2-SSKDGPGJPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
12-16 Lok Ku Road,12-16 Lok Ku Road,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/12-16-Lok-Ku-Road/2-SSKEWPAAPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
9 Wing Lee Street,9 Wing Lee Street,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/9-Wing-Lee-Street/2-SSKGGPYYPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
238 Hollywood Road,238 Hollywood Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/238-Hollywood-Road/2-SSKGWPEXPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
9 Tai On Terrace,9 Tai On Terrace,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/9-Tai-On-Terrace/2-SSKKGPDVPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Des Voeux Building,25 Des Voeux Road West,1,31,--,--,--,--,--,https://hk.centanet.com/estate/en/Des-Voeux-Building/2-SSKKGPKVPB,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
58-60 Queen's Road West,58-60 Queen's Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/58-60-Queen-s-Road-West/2-SSKSGPGAPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Shue Pun Sin Tong Tai Ha,90 Jervois Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/Shue-Pun-Sin-Tong-Tai-Ha/2-SSKSWPKXPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
40-42 Circular Pathway,40-42 Circular Pathway,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/40-42-Circular-Pathway/2-SSKWWPPXPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
12 Wing Lee Street,12 Wing Lee Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/12-Wing-Lee-Street/2-SSKYGPYXPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
227 Hollywood Road,227 Hollywood Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/227-Hollywood-Road/2-SSPABPESPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
The Bauhinia Serviced Apartments,119-120 Connaught Road Central,1,97,--,--,--,--,--,https://hk.centanet.com/estate/en/The-Bauhinia-Serviced-Apartments/2-SSPABPSVPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
55 Tung Street,55 Tung Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/55-Tung-Street/2-SSPBBPYXPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Shing Wan Building,66-68 Des Voeux Road West,1,28,--,--,--,--,--,https://hk.centanet.com/estate/en/Shing-Wan-Building/2-SSPBGPSJPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
6 Mee Lun Street,6 Mee Lun Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/6-Mee-Lun-Street/2-SSPDBPBYPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Curios Court,209-223 Hollywood Road,1,28,--,--,--,--,--,https://hk.centanet.com/estate/en/Curios-Court/2-SSPEBPEYPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
34-38 Bonham Strand,34-38 Bonham Strand,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/34-38-Bonham-Strand/2-SSPEGPPVPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Pong Fai Building,2-8 Lok Ku Road,1,18,--,--,--,--,--,https://hk.centanet.com/estate/en/Pong-Fai-Building/2-SSPEWPAJPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Tower 125,11 Po Yan Street,1,192,--,--,--,--,--,https://hk.centanet.com/estate/en/Tower-125/2-SSPEWPKXPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
92 Jervois Street,92 Jervois Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/92-Jervois-Street/2-SSPEWPKYPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
280-282 Queen's Road Central,280-282 Queen's Road Central,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/280-282-Queen-s-Road-Central/2-SSPGBPBHPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
28 Queen's Road West,28 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/28-Queen-s-Road-West/2-SSPGBPGVPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
19 New Street,19 New Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/19-New-Street/2-SSPGBPKOPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
21 Fat Hing Street,21 Fat Hing Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/21-Fat-Hing-Street/2-SSPKPPERPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
98 Jervois Street,98 Jervois Street,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/98-Jervois-Street/2-SSPKWPKXPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
11 Upper Station Street,11 Upper Station Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/11-Upper-Station-Street/2-SSPPPPWHPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Cm＋,16 Connaught Road West,1,54,--,--,--,--,--,https://hk.centanet.com/estate/en/Cm/2-SSPPWWPHWB,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Domus Queen's,123 Queen's Road West,1,43,--,--,--,--,--,https://hk.centanet.com/estate/en/Domus-Queen-s/2-SSPPWWPJWB,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
No. 19 Ko Shing Street,19 Ko Shing Streeet,1,1,--,--,--,--,--,https://hk.centanet.com/estate/en/No-19-Ko-Shing-Street/2-SSPPWWPOWA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
338 Apartment,338 Queen's Road Central,1,62,--,--,--,--,--,https://hk.centanet.com/estate/en/338-Apartment/2-SSPPWWPRWA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
No. 22-24 Gilman's Bazaar,22-24 Gilman's Bazaar,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/No-22-24-Gilman-s-Bazaar/2-SSPPWWPSWK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Twotwosix,226 Hollywood Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/Twotwosix/2-SSPPWWPVWA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Treasure View,68 Wing Lok Street,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/Treasure-View/2-SSPPWWPYWA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
5 Mercer Street,5 Mercer Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/5-Mercer-Street/2-SSPWBPBXPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Tung Shing Building,28-30 Tung Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Tung-Shing-Building/2-SSSAGPYJPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
32 Tung Street,32 Tung Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/32-Tung-Street/2-SSSAGPYOPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Wai Yue Building,15-17 New Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Wai-Yue-Building/2-SSSBBPKAPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
5-5A Tai Ping Shan Street,5-5A Tai Ping Shan Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/5-5A-Tai-Ping-Shan-Street/2-SSSBGPDHPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
7 Wing Lee Street,7 Wing Lee Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/7-Wing-Lee-Street/2-SSSBGPYYPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
18 Upper Station Street,18 Upper Station Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/18-Upper-Station-Street/2-SSSBPPWRPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
27 New Street,27 New Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/27-New-Street/2-SSSDBPKAPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
50 Tung Street,50 Tung Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/50-Tung-Street/2-SSSDGPYVPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
10 Wing Lee Street,10 Wing Lee Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/10-Wing-Lee-Street/2-SSSDGPYXPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Mee Lun House,2-4 Mee Lun Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/Mee-Lun-House/2-SSSGBPBRPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
21 New Street,21 New Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/21-New-Street/2-SSSGBPKOPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
109-111 Wing Lok Street,109-111 Wing Lok Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/109-111-Wing-Lok-Street/2-SSSKPPWYPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
228 Hollywood Road,228 Hollywood Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/228-Hollywood-Road/2-SSSKWPEJPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
90 Staunton Street,90 Staunton Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/90-Staunton-Street/2-SSSPBPDXPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Tai Shing Building,12-14 Tung Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/Tai-Shing-Building/2-SSSPGPYHPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Tai Shan House,15 Upper Station Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/Tai-Shan-House/2-SSSPPPWHPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
2-10 Wa In Fong West,2-10 Wa In Fong West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/2-10-Wa-In-Fong-West/2-SSSPPPYYPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
No. 11A Mercer Street,11A Mercer Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/No-11A-Mercer-Street/2-SSSPWWPAWK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
42 Tung St.,42 Tung Street,1,13,--,--,--,--,--,https://hk.centanet.com/estate/en/42-Tung-St/2-SSSPWWPHWA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
No. 40 Queen's Road West,40 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/No-40-Queen-s-Road-West/2-SSSPWWPXWA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
No. 7 Burd Street,7 Burd Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/No-7-Burd-Street/2-SSSPWWPYWK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
10 New Street,10 New Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/10-New-Street/2-SSSSGPKHPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
3 Wa Lane,3 Wa Lane,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/3-Wa-Lane/2-SSSWPPWYPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Ko Shing Building,78-80 Queen's Road West,2,31,--,--,--,--,--,https://hk.centanet.com/estate/en/Ko-Shing-Building/2-SSWAGPEEPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
Tung Fai Gardens,17 Po Yan Street,2,290,--,--,--,--,--,https://hk.centanet.com/estate/en/Tung-Fai-Gardens/2-SSWAWPKEPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
3 Hillier Street,3 Hillier Street,1,1,--,--,--,--,--,https://hk.centanet.com/estate/en/3-Hillier-Street/2-SSWBGPAYPK,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
On Wah Building,76-78 Des Voeux Road West,1,16,--,--,--,--,--,https://hk.centanet.com/estate/en/On-Wah-Building/2-SSWBGPSXPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
6 Po Yan Street,6 Po Yan Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/6-Po-Yan-Street/2-SSWBWPKXPA,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,,,,,,,
